Sexo,Edades,Grupo etario ,Municipio ,Coordenadas
Mujer,15,12 a 17,latrinitaria,"16.12632,-92.02774"
Hombre,17,12 a 17,latrinitaria,"16.12632,-92.02774"
Mujer,12,12 a 17,latrinitaria,"16.12632,-92.02774"
Hombre,17,12 a 17,latrinitaria,"16.12632,-92.02774"
Mujer,13,12 a 17,latrinitaria,"16.12632,-92.02774"
Hombre,17,12 a 17,latrinitaria,"16.12632,-92.02774"
Mujer,14,12 a 17,latrinitaria,"16.12632,-92.02774"
Mujer,4,0 a 5,latrinitaria,"16.12632,-92.02774"
Mujer,16,12 a 17,latrinitaria,"16.12632,-92.02774"
Mujer,15,12 a 17,ostuacan,"17.40946,-93.33619"
Mujer,16,12 a 17,ostuacan,"17.40946,-93.33619"
Mujer,8,6 a 11,ostuacan,"17.40946,-93.33619"
Mujer,4,0 a 5,tumbala,"17.27963,-92.31595"
Mujer,15,12 a 17,tumbala,"17.27963,-92.31595"
Mujer,17,12 a 17,tumbala,"17.27963,-92.31595"
Mujer,13,12 a 17,tumbala,"17.27963,-92.31595"
Hombre,17,12 a 17,tumbala,"17.27963,-92.31595"
Mujer,14,12 a 17,tumbala,"17.27963,-92.31595"
Mujer,13,12 a 17,tumbala,"17.27963,-92.31595"
Hombre,14,12 a 17,juarez,"17.73230,-93.36548"
Mujer,13,12 a 17,juarez,"17.73230,-93.36548"
Mujer,8,6 a 11,juarez,"17.73230,-93.36548"
Hombre,15,12 a 17,juarez,"17.73230,-93.36548"
Hombre,17,12 a 17,juarez,"17.73230,-93.36548"
Mujer,17,12 a 17,juarez,"17.73230,-93.36548"
Mujer,17,12 a 17,juarez,"17.73230,-93.36548"
Hombre,3,0 a 5,juarez,"17.73230,-93.36548"
Mujer,17,12 a 17,huehuetan,"15.03858,-92.28445"
Mujer,17,12 a 17,huehuetan,"15.03858,-92.28445"
Mujer,17,12 a 17,huehuetan,"15.03858,-92.28445"
Mujer,1,0 a 5,huehuetan,"15.03858,-92.28445"
Hombre,15,12 a 17,huehuetan,"15.03858,-92.28445"
Mujer,15,12 a 17,huehuetan,"15.03858,-92.28445"
Mujer,15,12 a 17,huehuetan,"15.03858,-92.28445"
Mujer,14,12 a 17,huehuetan,"15.03858,-92.28445"
Mujer,14,12 a 17,huehuetan,"15.03858,-92.28445"
Hombre,17,12 a 17,huehuetan,"15.03858,-92.28445"
Mujer,12,12 a 17,huehuetan,"15.03858,-92.28445"
Mujer,17,12 a 17,huehuetan,"15.03858,-92.28445"
Hombre,3,0 a 5,huehuetan,"15.03858,-92.28445"
Hombre,15,12 a 17,huehuetan,"15.03858,-92.28445"
Mujer,15,12 a 17,huehuetan,"15.03858,-92.28445"
Mujer,17,12 a 17,acacoyagua,"15.34004,-92.67422"
Mujer,14,12 a 17,acacoyagua,"15.34004,-92.67422"
Mujer,14,12 a 17,acacoyagua,"15.34004,-92.67422"
Mujer,14,12 a 17,acacoyagua,"15.34004,-92.67422"
Mujer,3,0 a 5,laconcordia,"15.20000,-92.36667"
Mujer,17,12 a 17,laconcordia,"15.20000,-92.36667"
Hombre,3,0 a 5,laconcordia,"15.20000,-92.36667"
Mujer,17,12 a 17,laconcordia,"15.20000,-92.36667"
Hombre,8,6 a 11,laconcordia,"15.20000,-92.36667"
Hombre,5,0 a 5,laconcordia,"15.20000,-92.36667"
Mujer,11,6 a 11,laconcordia,"15.20000,-92.36667"
Mujer,15,12 a 17,laconcordia,"15.20000,-92.36667"
Mujer,15,12 a 17,laconcordia,"15.20000,-92.36667"
Mujer,17,12 a 17,laconcordia,"15.20000,-92.36667"
Hombre,6,6 a 11,laconcordia,"15.20000,-92.36667"
Mujer,1,0 a 5,laconcordia,"15.20000,-92.36667"
Mujer,16,12 a 17,angelalbinocorzo,"15.82646,-92.68573"
Hombre,8,6 a 11,angelalbinocorzo,"15.82646,-92.68573"
Hombre,7,6 a 11,angelalbinocorzo,"15.82646,-92.68573"
Mujer,17,12 a 17,angelalbinocorzo,"15.82646,-92.68573"
Mujer,16,12 a 17,angelalbinocorzo,"15.82646,-92.68573"
Mujer,14,12 a 17,angelalbinocorzo,"15.82646,-92.68573"
Mujer,13,12 a 17,angelalbinocorzo,"15.82646,-92.68573"
Mujer,14,12 a 17,angelalbinocorzo,"15.82646,-92.68573"
Mujer,15,12 a 17,angelalbinocorzo,"15.82646,-92.68573"
Mujer,8,6 a 11,angelalbinocorzo,"15.82646,-92.68573"
Hombre,16,12 a 17,angelalbinocorzo,"15.82646,-92.68573"
Mujer,16,12 a 17,angelalbinocorzo,"15.82646,-92.68573"
Mujer,12,12 a 17,larrainzar,"16.88202,-92.71204"
Hombre,15,12 a 17,larrainzar,"16.88202,-92.71204"
Mujer,9,6 a 11,larrainzar,"16.88202,-92.71204"
Mujer,15,12 a 17,lasrosas,"16.36078,-92.36729"
Hombre,15,12 a 17,lasrosas,"16.36078,-92.36729"
Mujer,12,12 a 17,lasrosas,"16.36078,-92.36729"
Hombre,6,6 a 11,lasrosas,"16.36078,-92.36729"
Mujer,4,0 a 5,lasrosas,"16.36078,-92.36729"
Mujer,12,12 a 17,lasrosas,"16.36078,-92.36729"
Hombre,12,12 a 17,solosuchiapa,"17.42978,-93.03555"
Mujer,15,12 a 17,solosuchiapa,"17.42978,-93.03555"
Mujer,1,0 a 5,solosuchiapa,"17.42978,-93.03555"
Mujer,15,12 a 17,solosuchiapa,"17.42978,-93.03555"
Mujer,17,12 a 17,solosuchiapa,"17.42978,-93.03555"
Mujer,1,0 a 5,solosuchiapa,"17.42978,-93.03555"
Hombre,17,12 a 17,yajalon,"17.17074,-92.32979"
Hombre,15,12 a 17,yajalon,"17.17074,-92.32979"
Mujer,13,12 a 17,yajalon,"17.17074,-92.32979"
Mujer,16,12 a 17,yajalon,"17.17074,-92.32979"
Mujer,13,12 a 17,yajalon,"17.17074,-92.32979"
Mujer,13,12 a 17,yajalon,"17.17074,-92.32979"
Hombre,15,12 a 17,yajalon,"17.17074,-92.32979"
Hombre,2,0 a 5,yajalon,"17.17074,-92.32979"
Mujer,14,12 a 17,yajalon,"17.17074,-92.32979"
Hombre,17,12 a 17,tapalapa,"17.23095,-93.10773"
Mujer,14,12 a 17,bellavista,"15.58237,-92.23053"
Hombre,6,6 a 11,chanal,"16.65367,-92.25601"
Hombre,16,12 a 17,mitontic,"16.88246,-92.54534"
Mujer,12,12 a 17,mitontic,"16.88246,-92.54534"
Mujer,11,6 a 11,sanjuancancuc,"16.89191,-92.37079"
Hombre,4,0 a 5,bochil,"16.99647,-92.89437"
Mujer,15,12 a 17,bochil,"16.99647,-92.89437"
Hombre,8,6 a 11,bochil,"16.99647,-92.89437"
Mujer,12,12 a 17,bochil,"16.99647,-92.89437"
Mujer,13,12 a 17,bochil,"16.99647,-92.89437"
Mujer,13,12 a 17,bochil,"16.99647,-92.89437"
Mujer,17,12 a 17,bochil,"16.99647,-92.89437"
Mujer,16,12 a 17,bochil,"16.99647,-92.89437"
Hombre,5,0 a 5,siltepec,"15.55718,-92.32322"
Mujer,15,12 a 17,siltepec,"15.55718,-92.32322"
Mujer,17,12 a 17,siltepec,"15.55718,-92.32322"
Hombre,17,12 a 17,siltepec,"15.55718,-92.32322"
Mujer,17,12 a 17,simojovel,"17.14058,-92.71090"
Mujer,16,12 a 17,simojovel,"17.14058,-92.71090"
Mujer,12,12 a 17,simojovel,"17.14058,-92.71090"
Mujer,15,12 a 17,simojovel,"17.14058,-92.71090"
Mujer,15,12 a 17,simojovel,"17.14058,-92.71090"
Hombre,15,12 a 17,simojovel,"17.14058,-92.71090"
Hombre,4,0 a 5,simojovel,"17.14058,-92.71090"
Mujer,15,12 a 17,simojovel,"17.14058,-92.71090"
Mujer,7,6 a 11,simojovel,"17.14058,-92.71090"
Mujer,11,6 a 11,amatan,"17.37361,-92.81806"
Mujer,17,12 a 17,amatan,"17.37361,-92.81806"
Hombre,16,12 a 17,amatan,"17.37361,-92.81806"
Mujer,13,12 a 17,soyalo,"16.89057,-92.92273"
Mujer,15,12 a 17,ixtapangajoya,"17.49583,-93.00222"
Mujer,16,12 a 17,pantepec,"17.18778,-93.05000"
Hombre,9,6 a 11,sabanilla,"17.37680,-92.68652"
Mujer,15,12 a 17,sabanilla,"17.37680,-92.68652"
Mujer,13,12 a 17,catazaja,"17.73497,-92.10086"
Mujer,17,12 a 17,catazaja,"17.73497,-92.10086"
Hombre,16,12 a 17,catazaja,"17.73497,-92.10086"
Mujer,15,12 a 17,catazaja,"17.73497,-92.10086"
Mujer,12,12 a 17,catazaja,"17.73497,-92.10086"
Mujer,17,12 a 17,catazaja,"17.73497,-92.10086"
Mujer,8,6 a 11,catazaja,"17.73497,-92.10086"
Mujer,11,6 a 11,catazaja,"17.73497,-92.10086"
Hombre,12,12 a 17,berriozabal,"16.79789,-93.27276"
Hombre,13,12 a 17,berriozabal,"16.79789,-93.27276"
Mujer,4,0 a 5,berriozabal,"16.79789,-93.27276"
Hombre,16,12 a 17,berriozabal,"16.79789,-93.27276"
Hombre,14,12 a 17,berriozabal,"16.79789,-93.27276"
Mujer,12,12 a 17,berriozabal,"16.79789,-93.27276"
Hombre,15,12 a 17,berriozabal,"16.79789,-93.27276"
Mujer,15,12 a 17,berriozabal,"16.79789,-93.27276"
Mujer,13,12 a 17,berriozabal,"16.79789,-93.27276"
Mujer,15,12 a 17,berriozabal,"16.79789,-93.27276"
Mujer,15,12 a 17,berriozabal,"16.79789,-93.27276"
Mujer,13,12 a 17,berriozabal,"16.79789,-93.27276"
Hombre,7,6 a 11,berriozabal,"16.79789,-93.27276"
Mujer,9,6 a 11,berriozabal,"16.79789,-93.27276"
Mujer,14,12 a 17,berriozabal,"16.79789,-93.27276"
Mujer,14,12 a 17,berriozabal,"16.79789,-93.27276"
Mujer,14,12 a 17,rayon,"17.20083,-93.01167"
Mujer,12,12 a 17,rayon,"17.20083,-93.01167"
Mujer,2,0 a 5,rayon,"17.20083,-93.01167"
Mujer,15,12 a 17,rayon,"17.20083,-93.01167"
Mujer,16,12 a 17,amatenangodelafrontera,"15.56168,-92.07676"
Mujer,17,12 a 17,amatenangodelafrontera,"15.56168,-92.07676"
Mujer,13,12 a 17,chicomuselo,"15.74539,-92.28321"
Mujer,16,12 a 17,chicomuselo,"15.74539,-92.28321"
Mujer,2,0 a 5,chicomuselo,"15.74539,-92.28321"
Hombre,13,12 a 17,sanandresduraznal,"16.61667,-93.60000"
Hombre,7,6 a 11,lalibertad,"17.68916,-91.71903"
Mujer,13,12 a 17,lalibertad,"17.68916,-91.71903"
Mujer,16,12 a 17,sunuapa,"17.48886,-93.24251"
Mujer,12,12 a 17,chalchihuitan,"16.96380,-92.61833"
Hombre,16,12 a 17,chalchihuitan,"16.96380,-92.61833"
Mujer,13,12 a 17,benemeritodelasamericas,"16.40303,-90.63092"
Mujer,17,12 a 17,benemeritodelasamericas,"16.40303,-90.63092"
Mujer,14,12 a 17,benemeritodelasamericas,"16.40303,-90.63092"
Hombre,5,0 a 5,mazapademadero,"15.38333,-92.18333"
Mujer,15,12 a 17,unionjuarez,"15.05346,-92.14213"
Mujer,16,12 a 17,unionjuarez,"15.05346,-92.14213"
Mujer,16,12 a 17,unionjuarez,"15.05346,-92.14213"
Mujer,14,12 a 17,unionjuarez,"15.05346,-92.14213"
Mujer,17,12 a 17,tapilula,"17.24925,-93.01670"
Hombre,13,12 a 17,huitiupan,"17.17056,-92.68534"
Hombre,13,12 a 17,huitiupan,"17.17056,-92.68534"
Hombre,3,0 a 5,villacomaltitlan,"15.21272,-92.57624"
Mujer,15,12 a 17,villacomaltitlan,"15.21272,-92.57624"
Mujer,14,12 a 17,villacomaltitlan,"15.21272,-92.57624"
Mujer,17,12 a 17,villacomaltitlan,"15.21272,-92.57624"
Mujer,15,12 a 17,maravillatenejapa,"16.15592,-91.40905"
Hombre,4,0 a 5,chapultenango,"17.33940,-93.12970"
Mujer,6,6 a 11,chapultenango,"17.33940,-93.12970"
Mujer,15,12 a 17,jitotol,"16.73611,-92.03889"
Hombre,17,12 a 17,lagrandeza,"15.51585,-92.22599"
