Sexo,Edades,Grupo etario ,Municipio ,Coordenadas
Mujer,17,12 a 17,ocosingo,"16.82066,-92.21800"
Mujer,12,12 a 17,ocosingo,"16.82066,-92.21800"
Mujer,15,12 a 17,ocosingo,"16.82066,-92.21800"
Mujer,13,12 a 17,ocosingo,"16.82066,-92.21800"
Mujer,14,12 a 17,ocosingo,"16.82066,-92.21800"
Mujer,16,12 a 17,ocosingo,"16.82066,-92.21800"
Mujer,15,12 a 17,ocosingo,"16.82066,-92.21800"
Mujer,13,12 a 17,ocosingo,"16.82066,-92.21800"
Mujer,17,12 a 17,ocosingo,"16.82066,-92.21800"
Mujer,13,12 a 17,ocosingo,"16.82066,-92.21800"
Mujer,16,12 a 17,ocosingo,"16.82066,-92.21800"
Mujer,13,12 a 17,ocosingo,"16.82066,-92.21800"
Mujer,4,0 a 5,ocosingo,"16.82066,-92.21800"
Mujer,6,6 a 11,ocosingo,"16.82066,-92.21800"
Mujer,16,12 a 17,ocosingo,"16.82066,-92.21800"
Mujer,12,12 a 17,palenque,"17.51003,-91.98150"
Mujer,17,12 a 17,palenque,"17.51003,-91.98150"
Hombre,16,12 a 17,palenque,"17.51003,-91.98150"
Hombre,17,12 a 17,palenque,"17.51003,-91.98150"
Mujer,12,12 a 17,palenque,"17.51003,-91.98150"
Mujer,16,12 a 17,palenque,"17.51003,-91.98150"
Mujer,16,12 a 17,palenque,"17.51003,-91.98150"
Mujer,17,12 a 17,palenque,"17.51003,-91.98150"
Mujer,16,12 a 17,palenque,"17.51003,-91.98150"
Mujer,4,0 a 5,palenque,"17.51003,-91.98150"
Mujer,13,12 a 17,palenque,"17.51003,-91.98150"
Mujer,16,12 a 17,palenque,"17.51003,-91.98150"
Mujer,16,12 a 17,palenque,"17.51003,-91.98150"
Mujer,14,12 a 17,palenque,"17.51003,-91.98150"
Hombre,5,0 a 5,palenque,"17.51003,-91.98150"
Mujer,4,0 a 5,palenque,"17.51003,-91.98150"
Mujer,16,12 a 17,palenque,"17.51003,-91.98150"
Hombre,3,0 a 5,palenque,"17.51003,-91.98150"
Mujer,16,12 a 17,palenque,"17.51003,-91.98150"
Mujer,17,12 a 17,palenque,"17.51003,-91.98150"
Hombre,3,0 a 5,palenque,"17.51003,-91.98150"
Mujer,13,12 a 17,palenque,"17.51003,-91.98150"
Mujer,17,12 a 17,palenque,"17.51003,-91.98150"
Mujer,14,12 a 17,palenque,"17.51003,-91.98150"
Mujer,17,12 a 17,palenque,"17.51003,-91.98150"
Mujer,15,12 a 17,palenque,"17.51003,-91.98150"
Mujer,15,12 a 17,palenque,"17.51003,-91.98150"
Mujer,13,12 a 17,palenque,"17.51003,-91.98150"
Mujer,13,12 a 17,palenque,"17.51003,-91.98150"
Mujer,16,12 a 17,palenque,"17.51003,-91.98150"
Mujer,14,12 a 17,palenque,"17.51003,-91.98150"
Mujer,8,6 a 11,palenque,"17.51003,-91.98150"
Hombre,16,12 a 17,palenque,"17.51003,-91.98150"
Mujer,15,12 a 17,palenque,"17.51003,-91.98150"
Mujer,16,12 a 17,palenque,"17.51003,-91.98150"
Mujer,13,12 a 17,palenque,"17.51003,-91.98150"
Mujer,16,12 a 17,palenque,"17.51003,-91.98150"
Mujer,17,12 a 17,palenque,"17.51003,-91.98150"
Mujer,16,12 a 17,palenque,"17.51003,-91.98150"
Mujer,4,0 a 5,palenque,"17.51003,-91.98150"
Mujer,3,0 a 5,palenque,"17.51003,-91.98150"
Hombre,2,0 a 5,palenque,"17.51003,-91.98150"
Mujer,17,12 a 17,palenque,"17.51003,-91.98150"
Hombre,16,12 a 17,palenque,"17.51003,-91.98150"
Mujer,17,12 a 17,palenque,"17.51003,-91.98150"
Hombre,17,12 a 17,palenque,"17.51003,-91.98150"
Mujer,14,12 a 17,palenque,"17.51003,-91.98150"
Mujer,14,12 a 17,palenque,"17.51003,-91.98150"
Hombre,9,6 a 11,palenque,"17.51003,-91.98150"
Mujer,15,12 a 17,palenque,"17.51003,-91.98150"
Mujer,17,12 a 17,palenque,"17.51003,-91.98150"
Mujer,1,0 a 5,palenque,"17.51003,-91.98150"
Mujer,15,12 a 17,palenque,"17.51003,-91.98150"
Mujer,13,12 a 17,palenque,"17.51003,-91.98150"
Mujer,14,12 a 17,cacahoatan,"15.02558,-92.14757"
Mujer,14,12 a 17,cacahoatan,"15.02558,-92.14757"
Mujer,14,12 a 17,cacahoatan,"15.02558,-92.14757"
Hombre,15,12 a 17,cacahoatan,"15.02558,-92.14757"
Mujer,15,12 a 17,cacahoatan,"15.02558,-92.14757"
Mujer,15,12 a 17,cacahoatan,"15.02558,-92.14757"
Mujer,15,12 a 17,cacahoatan,"15.02558,-92.14757"
Hombre,16,12 a 17,cacahoatan,"15.02558,-92.14757"
Hombre,15,12 a 17,cacahoatan,"15.02558,-92.14757"
Mujer,17,12 a 17,cacahoatan,"15.02558,-92.14757"
Mujer,15,12 a 17,cacahoatan,"15.02558,-92.14757"
Mujer,16,12 a 17,cacahoatan,"15.02558,-92.14757"
Mujer,15,12 a 17,cacahoatan,"15.02558,-92.14757"
Mujer,15,12 a 17,cacahoatan,"15.02558,-92.14757"
Mujer,16,12 a 17,cacahoatan,"15.02558,-92.14757"
Mujer,12,12 a 17,lasmargaritas,"16.61385,-92.08476"
Hombre,12,12 a 17,lasmargaritas,"16.61385,-92.08476"
Mujer,17,12 a 17,lasmargaritas,"16.61385,-92.08476"
Mujer,2,0 a 5,lasmargaritas,"16.61385,-92.08476"
Mujer,2,0 a 5,lasmargaritas,"16.61385,-92.08476"
Mujer,17,12 a 17,lasmargaritas,"16.61385,-92.08476"
Hombre,3,0 a 5,lasmargaritas,"16.61385,-92.08476"
Hombre,5,0 a 5,lasmargaritas,"16.61385,-92.08476"
Mujer,14,12 a 17,marquesdecomillas,"16.26422,-90.62103"
Mujer,14,12 a 17,marquesdecomillas,"16.26422,-90.62103"
Mujer,13,12 a 17,marquesdecomillas,"16.26422,-90.62103"
Mujer,17,12 a 17,marquesdecomillas,"16.26422,-90.62103"
Mujer,13,12 a 17,marquesdecomillas,"16.26422,-90.62103"
Mujer,16,12 a 17,fronteracomalapa,"15.65950,-92.14210"
Mujer,15,12 a 17,fronteracomalapa,"15.65950,-92.14210"
Mujer,13,12 a 17,fronteracomalapa,"15.65950,-92.14210"
Hombre,15,12 a 17,fronteracomalapa,"15.65950,-92.14210"
Mujer,12,12 a 17,fronteracomalapa,"15.65950,-92.14210"
Hombre,17,12 a 17,fronteracomalapa,"15.65950,-92.14210"
Mujer,17,12 a 17,fronteracomalapa,"15.65950,-92.14210"
Mujer,14,12 a 17,fronteracomalapa,"15.65950,-92.14210"
Mujer,15,12 a 17,fronteracomalapa,"15.65950,-92.14210"
Mujer,14,12 a 17,fronteracomalapa,"15.65950,-92.14210"
Mujer,3,0 a 5,fronteracomalapa,"15.65950,-92.14210"
Mujer,17,12 a 17,fronteracomalapa,"15.65950,-92.14210"
Mujer,17,12 a 17,fronteracomalapa,"15.65950,-92.14210"
Mujer,14,12 a 17,fronteracomalapa,"15.65950,-92.14210"
Mujer,16,12 a 17,fronteracomalapa,"15.65950,-92.14210"
Hombre,17,12 a 17,fronteracomalapa,"15.65950,-92.14210"
Hombre,5,0 a 5,fronteracomalapa,"15.65950,-92.14210"
Hombre,2,0 a 5,fronteracomalapa,"15.65950,-92.14210"
Hombre,3,0 a 5,fronteracomalapa,"15.65950,-92.14210"
Mujer,9,6 a 11,fronteracomalapa,"15.65950,-92.14210"
Mujer,13,12 a 17,fronteracomalapa,"15.65950,-92.14210"
Mujer,12,12 a 17,mazatan,"14.93975,-92.51478"
Mujer,13,12 a 17,mazatan,"14.93975,-92.51478"
Mujer,14,12 a 17,mazatan,"14.93975,-92.51478"
Mujer,12,12 a 17,mazatan,"14.93975,-92.51478"
Mujer,17,12 a 17,mazatan,"14.93975,-92.51478"
Mujer,15,12 a 17,mazatan,"14.93975,-92.51478"
Mujer,15,12 a 17,mazatan,"14.93975,-92.51478"
Mujer,14,12 a 17,mazatan,"14.93975,-92.51478"
Mujer,13,12 a 17,mazatan,"14.93975,-92.51478"
Mujer,16,12 a 17,socoltenango,"16.80000,-92.16667"
Mujer,1,0 a 5,socoltenango,"16.80000,-92.16667"
Mujer,17,12 a 17,socoltenango,"16.80000,-92.16667"
Mujer,12,12 a 17,arriaga,"16.30969,-93.82084"
Hombre,16,12 a 17,arriaga,"16.30969,-93.82084"
Hombre,16,12 a 17,arriaga,"16.30969,-93.82084"
Mujer,13,12 a 17,arriaga,"16.30969,-93.82084"
Mujer,14,12 a 17,arriaga,"16.30969,-93.82084"
Hombre,15,12 a 17,arriaga,"16.30969,-93.82084"
Mujer,12,12 a 17,arriaga,"16.30969,-93.82084"
Hombre,14,12 a 17,arriaga,"16.30969,-93.82084"
Mujer,1,0 a 5,arriaga,"16.30969,-93.82084"
Mujer,17,12 a 17,arriaga,"16.30969,-93.82084"
Mujer,14,12 a 17,arriaga,"16.30969,-93.82084"
Hombre,1,0 a 5,sanfernando,"14.93333,-92.41667"
Mujer,9,6 a 11,sanfernando,"14.93333,-92.41667"
Mujer,17,12 a 17,sanfernando,"14.93333,-92.41667"
Hombre,17,12 a 17,sanfernando,"14.93333,-92.41667"
Mujer,16,12 a 17,sanfernando,"14.93333,-92.41667"
Mujer,16,12 a 17,sanfernando,"14.93333,-92.41667"
Mujer,14,12 a 17,sanfernando,"14.93333,-92.41667"
Mujer,16,12 a 17,sanfernando,"14.93333,-92.41667"
Mujer,15,12 a 17,sanfernando,"14.93333,-92.41667"
Hombre,7,6 a 11,sanfernando,"14.93333,-92.41667"
Mujer,5,0 a 5,sanfernando,"14.93333,-92.41667"
Mujer,17,12 a 17,sanfernando,"14.93333,-92.41667"
Mujer,17,12 a 17,sanfernando,"14.93333,-92.41667"
Mujer,14,12 a 17,sanfernando,"14.93333,-92.41667"
Hombre,2,0 a 5,sanfernando,"14.93333,-92.41667"
Mujer,14,12 a 17,pueblonuevosolistahuacan,"17.19068,-92.87280"
Mujer,17,12 a 17,pueblonuevosolistahuacan,"17.19068,-92.87280"
Mujer,15,12 a 17,pueblonuevosolistahuacan,"17.19068,-92.87280"
Mujer,1,0 a 5,pueblonuevosolistahuacan,"17.19068,-92.87280"
Mujer,5,0 a 5,pueblonuevosolistahuacan,"17.19068,-92.87280"
Mujer,15,12 a 17,pueblonuevosolistahuacan,"17.19068,-92.87280"
Mujer,15,12 a 17,pueblonuevosolistahuacan,"17.19068,-92.87280"
Mujer,6,6 a 11,ocozocoautladeespinosa,"16.66947,-93.50469"
Mujer,5,0 a 5,ocozocoautladeespinosa,"16.66947,-93.50469"
Hombre,1,0 a 5,ocozocoautladeespinosa,"16.66947,-93.50469"
Mujer,13,12 a 17,ocozocoautladeespinosa,"16.66947,-93.50469"
Mujer,12,12 a 17,ocozocoautladeespinosa,"16.66947,-93.50469"
Hombre,14,12 a 17,ocozocoautladeespinosa,"16.66947,-93.50469"
Mujer,16,12 a 17,ocozocoautladeespinosa,"16.66947,-93.50469"
Mujer,16,12 a 17,ocozocoautladeespinosa,"16.66947,-93.50469"
Mujer,16,12 a 17,ocozocoautladeespinosa,"16.66947,-93.50469"
Mujer,16,12 a 17,ocozocoautladeespinosa,"16.66947,-93.50469"
Mujer,14,12 a 17,ocozocoautladeespinosa,"16.66947,-93.50469"
Mujer,17,12 a 17,ocozocoautladeespinosa,"16.66947,-93.50469"
Mujer,16,12 a 17,ocozocoautladeespinosa,"16.66947,-93.50469"
Mujer,15,12 a 17,acapetahua,"15.28047,-92.69030"
Mujer,17,12 a 17,acapetahua,"15.28047,-92.69030"
Mujer,14,12 a 17,acapetahua,"15.28047,-92.69030"
Mujer,14,12 a 17,acapetahua,"15.28047,-92.69030"
Mujer,17,12 a 17,acapetahua,"15.28047,-92.69030"
Hombre,17,12 a 17,acapetahua,"15.28047,-92.69030"
Mujer,11,6 a 11,acapetahua,"15.28047,-92.69030"
Mujer,13,12 a 17,acapetahua,"15.28047,-92.69030"
Mujer,17,12 a 17,acapetahua,"15.28047,-92.69030"
Mujer,17,12 a 17,acapetahua,"15.28047,-92.69030"
Mujer,15,12 a 17,acapetahua,"15.28047,-92.69030"
Hombre,15,12 a 17,acapetahua,"15.28047,-92.69030"
Hombre,17,12 a 17,acapetahua,"15.28047,-92.69030"
Mujer,15,12 a 17,acapetahua,"15.28047,-92.69030"
Hombre,6,6 a 11,acapetahua,"15.28047,-92.69030"
Mujer,2,0 a 5,acapetahua,"15.28047,-92.69030"
Mujer,4,0 a 5,acapetahua,"15.28047,-92.69030"
Mujer,8,6 a 11,acapetahua,"15.28047,-92.69030"
Hombre,4,0 a 5,acapetahua,"15.28047,-92.69030"
Mujer,3,0 a 5,acapetahua,"15.28047,-92.69030"
Mujer,15,12 a 17,acala,"16.53738,-92.89280"
Mujer,15,12 a 17,acala,"16.53738,-92.89280"
Hombre,4,0 a 5,acala,"16.53738,-92.89280"
Mujer,12,12 a 17,acala,"16.53738,-92.89280"
Mujer,15,12 a 17,acala,"16.53738,-92.89280"
Mujer,13,12 a 17,acala,"16.53738,-92.89280"
Hombre,12,12 a 17,acala,"16.53738,-92.89280"
Mujer,15,12 a 17,acala,"16.53738,-92.89280"
Mujer,16,12 a 17,acala,"16.53738,-92.89280"
Mujer,14,12 a 17,chilon,"17.10468,-92.27366"
Mujer,6,6 a 11,chilon,"17.10468,-92.27366"
Mujer,3,0 a 5,chilon,"17.10468,-92.27366"
Mujer,17,12 a 17,chilon,"17.10468,-92.27366"
Hombre,16,12 a 17,chilon,"17.10468,-92.27366"
Mujer,12,12 a 17,chilon,"17.10468,-92.27366"
Hombre,1,0 a 5,chilon,"17.10468,-92.27366"
Hombre,17,12 a 17,chilon,"17.10468,-92.27366"
Hombre,16,12 a 17,chilon,"17.10468,-92.27366"
Mujer,13,12 a 17,chilon,"17.10468,-92.27366"
Mujer,15,12 a 17,chilon,"17.10468,-92.27366"
Mujer,15,12 a 17,chilon,"17.10468,-92.27366"
Mujer,13,12 a 17,chilon,"17.10468,-92.27366"
Mujer,13,12 a 17,chilon,"17.10468,-92.27366"
Mujer,16,12 a 17,chilon,"17.10468,-92.27366"
Hombre,16,12 a 17,chilon,"17.10468,-92.27366"
Hombre,4,0 a 5,chilon,"17.10468,-92.27366"
Mujer,17,12 a 17,tenejapa,"16.81819,-92.50751"
Hombre,17,12 a 17,tenejapa,"16.81819,-92.50751"
Mujer,16,12 a 17,tenejapa,"16.81819,-92.50751"
Mujer,17,12 a 17,tenejapa,"16.81819,-92.50751"
Mujer,17,12 a 17,motozintla,"15.37092,-92.24847"
Mujer,16,12 a 17,motozintla,"15.37092,-92.24847"
Mujer,17,12 a 17,motozintla,"15.37092,-92.24847"
Mujer,11,6 a 11,motozintla,"15.37092,-92.24847"
Mujer,15,12 a 17,motozintla,"15.37092,-92.24847"
Mujer,15,12 a 17,motozintla,"15.37092,-92.24847"
Mujer,13,12 a 17,motozintla,"15.37092,-92.24847"
Mujer,14,12 a 17,motozintla,"15.37092,-92.24847"
Mujer,16,12 a 17,motozintla,"15.37092,-92.24847"
Hombre,1,0 a 5,motozintla,"15.37092,-92.24847"
Hombre,12,12 a 17,motozintla,"15.37092,-92.24847"
Mujer,4,0 a 5,motozintla,"15.37092,-92.24847"
Mujer,13,12 a 17,motozintla,"15.37092,-92.24847"
Mujer,16,12 a 17,motozintla,"15.37092,-92.24847"
Mujer,14,12 a 17,motozintla,"15.37092,-92.24847"
Hombre,17,12 a 17,motozintla,"15.37092,-92.24847"
Hombre,16,12 a 17,motozintla,"15.37092,-92.24847"
Mujer,15,12 a 17,motozintla,"15.37092,-92.24847"
Mujer,16,12 a 17,motozintla,"15.37092,-92.24847"
Mujer,13,12 a 17,huixtla,"15.13855,-92.46467"
Hombre,2,0 a 5,huixtla,"15.13855,-92.46467"
Mujer,9,6 a 11,huixtla,"15.13855,-92.46467"
Mujer,17,12 a 17,huixtla,"15.13855,-92.46467"
Mujer,15,12 a 17,huixtla,"15.13855,-92.46467"
Mujer,15,12 a 17,huixtla,"15.13855,-92.46467"
Mujer,12,12 a 17,huixtla,"15.13855,-92.46467"
Hombre,13,12 a 17,huixtla,"15.13855,-92.46467"
Mujer,14,12 a 17,huixtla,"15.13855,-92.46467"
Mujer,3,0 a 5,huixtla,"15.13855,-92.46467"
Hombre,4,0 a 5,huixtla,"15.13855,-92.46467"
Mujer,8,6 a 11,huixtla,"15.13855,-92.46467"
Mujer,7,6 a 11,huixtla,"15.13855,-92.46467"
Hombre,12,12 a 17,huixtla,"15.13855,-92.46467"
Mujer,12,12 a 17,huixtla,"15.13855,-92.46467"
Mujer,6,6 a 11,huixtla,"15.13855,-92.46467"
Mujer,17,12 a 17,huixtla,"15.13855,-92.46467"
Mujer,9,6 a 11,huixtla,"15.13855,-92.46467"
Mujer,15,12 a 17,huixtla,"15.13855,-92.46467"
Hombre,13,12 a 17,huixtla,"15.13855,-92.46467"
Mujer,15,12 a 17,huixtla,"15.13855,-92.46467"
Mujer,15,12 a 17,huixtla,"15.13855,-92.46467"
Mujer,8,6 a 11,huixtla,"15.13855,-92.46467"
Hombre,1,0 a 5,huixtla,"15.13855,-92.46467"
Hombre,17,12 a 17,huixtla,"15.13855,-92.46467"
Mujer,13,12 a 17,huixtla,"15.13855,-92.46467"
Mujer,13,12 a 17,huixtla,"15.13855,-92.46467"
Mujer,16,12 a 17,huixtla,"15.13855,-92.46467"
Mujer,15,12 a 17,huixtla,"15.13855,-92.46467"
Hombre,13,12 a 17,huixtla,"15.13855,-92.46467"
Mujer,13,12 a 17,villacorzo,"16.18539,-93.26819"
Hombre,16,12 a 17,villacorzo,"16.18539,-93.26819"
Mujer,1,0 a 5,villacorzo,"16.18539,-93.26819"
Hombre,9,6 a 11,villacorzo,"16.18539,-93.26819"
Hombre,2,0 a 5,villacorzo,"16.18539,-93.26819"
Mujer,15,12 a 17,villacorzo,"16.18539,-93.26819"
Hombre,6,6 a 11,villacorzo,"16.18539,-93.26819"
Mujer,15,12 a 17,pichucalco,"17.55635,-93.03448"
Mujer,16,12 a 17,pichucalco,"17.55635,-93.03448"
Mujer,15,12 a 17,pichucalco,"17.55635,-93.03448"
Hombre,13,12 a 17,pichucalco,"17.55635,-93.03448"
Hombre,8,6 a 11,pichucalco,"17.55635,-93.03448"
Hombre,8,6 a 11,pichucalco,"17.55635,-93.03448"
Mujer,16,12 a 17,pichucalco,"17.55635,-93.03448"
Mujer,15,12 a 17,pichucalco,"17.55635,-93.03448"
Mujer,17,12 a 17,pichucalco,"17.55635,-93.03448"
Hombre,1,0 a 5,pichucalco,"17.55635,-93.03448"
Mujer,15,12 a 17,pichucalco,"17.55635,-93.03448"
Hombre,1,0 a 5,pichucalco,"17.55635,-93.03448"
Mujer,7,6 a 11,pichucalco,"17.55635,-93.03448"
Mujer,15,12 a 17,pichucalco,"17.55635,-93.03448"
Mujer,14,12 a 17,pichucalco,"17.55635,-93.03448"
Mujer,15,12 a 17,tuxtlachico,"14.96976,-92.19039"
Mujer,12,12 a 17,tuxtlachico,"14.96976,-92.19039"
Mujer,17,12 a 17,tuxtlachico,"14.96976,-92.19039"
Mujer,17,12 a 17,tuxtlachico,"14.96976,-92.19039"
Mujer,16,12 a 17,tuxtlachico,"14.96976,-92.19039"
Hombre,17,12 a 17,tuxtlachico,"14.96976,-92.19039"
Mujer,12,12 a 17,tuxtlachico,"14.96976,-92.19039"
Hombre,15,12 a 17,tuxtlachico,"14.96976,-92.19039"
Hombre,1,0 a 5,tuxtlachico,"14.96976,-92.19039"
Mujer,2,0 a 5,tuxtlachico,"14.96976,-92.19039"
Mujer,3,0 a 5,tuxtlachico,"14.96976,-92.19039"
Mujer,6,6 a 11,tuxtlachico,"14.96976,-92.19039"
Mujer,17,12 a 17,tuxtlachico,"14.96976,-92.19039"
Hombre,1,0 a 5,tuxtlachico,"14.96976,-92.19039"
Mujer,13,12 a 17,tuxtlachico,"14.96976,-92.19039"
Mujer,1,0 a 5,tuxtlachico,"14.96976,-92.19039"
Mujer,17,12 a 17,tuxtlachico,"14.96976,-92.19039"
Mujer,15,12 a 17,coapilla,"17.13063,-93.16019"
Hombre,4,0 a 5,coapilla,"17.13063,-93.16019"
Mujer,15,12 a 17,coapilla,"17.13063,-93.16019"
Hombre,1,0 a 5,tuzantan,"15.14511,-92.42574"
Mujer,15,12 a 17,tuzantan,"15.14511,-92.42574"
Hombre,17,12 a 17,tuzantan,"15.14511,-92.42574"
Hombre,17,12 a 17,tuzantan,"15.14511,-92.42574"
Mujer,15,12 a 17,tuzantan,"15.14511,-92.42574"
Mujer,15,12 a 17,tuzantan,"15.14511,-92.42574"
Hombre,15,12 a 17,tuzantan,"15.14511,-92.42574"
Mujer,14,12 a 17,tuzantan,"15.14511,-92.42574"
Mujer,16,12 a 17,tuzantan,"15.14511,-92.42574"
Hombre,9,6 a 11,tila,"17.46918,-92.52015"
Mujer,13,12 a 17,tila,"17.46918,-92.52015"
Mujer,17,12 a 17,tila,"17.46918,-92.52015"
Hombre,1,0 a 5,tila,"17.46918,-92.52015"
Mujer,17,12 a 17,tila,"17.46918,-92.52015"
Hombre,15,12 a 17,tila,"17.46918,-92.52015"
Mujer,15,12 a 17,copainala,"17.09187,-93.21081"
Mujer,11,6 a 11,copainala,"17.09187,-93.21081"
Hombre,4,0 a 5,copainala,"17.09187,-93.21081"
Mujer,15,12 a 17,copainala,"17.09187,-93.21081"
Mujer,14,12 a 17,copainala,"17.09187,-93.21081"
Hombre,17,12 a 17,copainala,"17.09187,-93.21081"
Hombre,5,0 a 5,copainala,"17.09187,-93.21081"
Hombre,15,12 a 17,copainala,"17.09187,-93.21081"
Mujer,15,12 a 17,copainala,"17.09187,-93.21081"
Mujer,15,12 a 17,copainala,"17.09187,-93.21081"
Mujer,16,12 a 17,copainala,"17.09187,-93.21081"
Mujer,1,0 a 5,copainala,"17.09187,-93.21081"
Mujer,1,0 a 5,copainala,"17.09187,-93.21081"
Mujer,13,12 a 17,altamirano,"16.73430,-92.03622"
Mujer,15,12 a 17,altamirano,"16.73430,-92.03622"
Mujer,15,12 a 17,tzimol,"16.00964,-92.22843"
Mujer,15,12 a 17,tzimol,"16.00964,-92.22843"
Mujer,14,12 a 17,tzimol,"16.00964,-92.22843"
Mujer,14,12 a 17,tzimol,"16.00964,-92.22843"
Mujer,17,12 a 17,tzimol,"16.00964,-92.22843"
Mujer,7,6 a 11,tzimol,"16.00964,-92.22843"
Mujer,9,6 a 11,tzimol,"16.00964,-92.22843"
Hombre,17,12 a 17,chenalho,"17.61667,-93.03333"
Hombre,15,12 a 17,chenalho,"17.61667,-93.03333"
Mujer,16,12 a 17,chenalho,"17.61667,-93.03333"
Mujer,14,12 a 17,escuintla,"15.33594,-92.49718"
Mujer,16,12 a 17,escuintla,"15.33594,-92.49718"
Mujer,16,12 a 17,escuintla,"15.33594,-92.49718"
Mujer,2,0 a 5,escuintla,"15.33594,-92.49718"
Hombre,3,0 a 5,escuintla,"15.33594,-92.49718"
Hombre,16,12 a 17,escuintla,"15.33594,-92.49718"
Mujer,15,12 a 17,escuintla,"15.33594,-92.49718"
Mujer,14,12 a 17,tecpatan,"17.13604,-93.31069"
Hombre,12,12 a 17,tecpatan,"17.13604,-93.31069"
Mujer,17,12 a 17,tecpatan,"17.13604,-93.31069"
Hombre,3,0 a 5,tecpatan,"17.13604,-93.31069"
Mujer,15,12 a 17,tecpatan,"17.13604,-93.31069"
Hombre,5,0 a 5,tecpatan,"17.13604,-93.31069"
Mujer,16,12 a 17,saltodeagua,"17.55832,-92.34537"
Mujer,17,12 a 17,saltodeagua,"17.55832,-92.34537"
Hombre,17,12 a 17,saltodeagua,"17.55832,-92.34537"
Mujer,16,12 a 17,saltodeagua,"17.55832,-92.34537"
Hombre,16,12 a 17,saltodeagua,"17.55832,-92.34537"
Mujer,14,12 a 17,chamula,"16.78401,-92.68963"
Hombre,17,12 a 17,chamula,"16.78401,-92.68963"
Hombre,16,12 a 17,chamula,"16.78401,-92.68963"
Hombre,8,6 a 11,suchiate,"15.33333,-92.43333"
Mujer,17,12 a 17,suchiate,"15.33333,-92.43333"
Hombre,15,12 a 17,suchiate,"15.33333,-92.43333"
Mujer,16,12 a 17,suchiate,"15.33333,-92.43333"
Hombre,14,12 a 17,suchiate,"15.33333,-92.43333"
Mujer,13,12 a 17,suchiate,"15.33333,-92.43333"
Mujer,13,12 a 17,suchiate,"15.33333,-92.43333"
Mujer,16,12 a 17,suchiate,"15.33333,-92.43333"
Mujer,4,0 a 5,suchiate,"15.33333,-92.43333"
Mujer,17,12 a 17,suchiate,"15.33333,-92.43333"
Mujer,13,12 a 17,suchiate,"15.33333,-92.43333"
Hombre,13,12 a 17,suchiate,"15.33333,-92.43333"
Mujer,15,12 a 17,suchiate,"15.33333,-92.43333"
Mujer,7,6 a 11,laindependencia,"16.18001,-91.63922"
Mujer,16,12 a 17,laindependencia,"16.18001,-91.63922"
Mujer,2,0 a 5,laindependencia,"16.18001,-91.63922"
Mujer,17,12 a 17,suchiapa,"16.62448,-93.09863"
Mujer,16,12 a 17,suchiapa,"16.62448,-93.09863"
Mujer,14,12 a 17,suchiapa,"16.62448,-93.09863"
Mujer,14,12 a 17,suchiapa,"16.62448,-93.09863"
Mujer,12,12 a 17,suchiapa,"16.62448,-93.09863"
Mujer,2,0 a 5,suchiapa,"16.62448,-93.09863"
Hombre,17,12 a 17,suchiapa,"16.62448,-93.09863"
Mujer,16,12 a 17,suchiapa,"16.62448,-93.09863"
Mujer,16,12 a 17,suchiapa,"16.62448,-93.09863"
Mujer,16,12 a 17,suchiapa,"16.62448,-93.09863"
Mujer,16,12 a 17,ixtapa,"16.80678,-92.90265"
Hombre,2,0 a 5,ixtapa,"16.80678,-92.90265"
Mujer,15,12 a 17,ixtapa,"16.80678,-92.90265"
Mujer,3,0 a 5,ixtapa,"16.80678,-92.90265"
Mujer,14,12 a 17,ixtapa,"16.80678,-92.90265"
Hombre,16,12 a 17,ixtapa,"16.80678,-92.90265"
Mujer,15,12 a 17,fronterahidalgo,"14.79520,-92.23919"
Mujer,16,12 a 17,fronterahidalgo,"14.79520,-92.23919"
Mujer,17,12 a 17,fronterahidalgo,"14.79520,-92.23919"
Mujer,11,6 a 11,fronterahidalgo,"14.79520,-92.23919"
Mujer,14,12 a 17,fronterahidalgo,"14.79520,-92.23919"
Mujer,12,12 a 17,fronterahidalgo,"14.79520,-92.23919"
Mujer,15,12 a 17,oxchuc,"16.85000,-92.41667"
Hombre,6,6 a 11,oxchuc,"16.85000,-92.41667"
Hombre,6,6 a 11,oxchuc,"16.85000,-92.41667"
Hombre,2,0 a 5,oxchuc,"16.85000,-92.41667"
Hombre,1,0 a 5,oxchuc,"16.85000,-92.41667"
Mujer,12,12 a 17,oxchuc,"16.85000,-92.41667"
Mujer,2,0 a 5,oxchuc,"16.85000,-92.41667"
Mujer,16,12 a 17,oxchuc,"16.85000,-92.41667"
Hombre,13,12 a 17,oxchuc,"16.85000,-92.41667"
Mujer,11,6 a 11,oxchuc,"16.85000,-92.41667"
Mujer,16,12 a 17,oxchuc,"16.85000,-92.41667"
Mujer,14,12 a 17,oxchuc,"16.85000,-92.41667"
Mujer,13,12 a 17,ixtacomitan,"16.75000,-93.20000"
Hombre,16,12 a 17,ixtacomitan,"16.75000,-93.20000"
Mujer,15,12 a 17,ixtacomitan,"16.75000,-93.20000"
Mujer,15,12 a 17,ixtacomitan,"16.75000,-93.20000"
Hombre,15,12 a 17,latrinitaria,"16.12632,-92.02774"
Mujer,16,12 a 17,latrinitaria,"16.12632,-92.02774"
Mujer,14,12 a 17,latrinitaria,"16.12632,-92.02774"
Mujer,17,12 a 17,latrinitaria,"16.12632,-92.02774"
